Item,Smu1_V(1)(1),Smu1_I(1)(1),Smu2_V(1)(1),Smu2_I(1)(1),
31,0.699999988079071,0.115950584411621,0.800000011920929,2.82136206758432E-12,
32,0.699999988079071,0.116589188575745,0.860000014305115,2.8415562004086E-12,
33,0.699999988079071,0.117377758026123,0.920000016689301,3.05105441779363E-12,
34,0.699999988079071,0.118310928344727,0.980000019073486,3.30561402903107E-12,
35,0.699999988079071,0.11942982673645,1.03999996185303,3.33174481927101E-12,
36,0.699999988079071,0.120754480361938,1.10000002384186,3.50623132958083E-12,
37,0.699999988079071,0.122323632240295,1.1599999666214,3.76284116712644E-12,
38,0.699999988079071,0.124149084091187,1.22000002861023,3.85099634472863E-12,
39,0.699999988079071,0.126333475112915,1.27999997138977,4.15643474499516E-12,
40,0.699999988079071,0.128875017166138,1.3400000333786,4.28018558096266E-12,
41,0.699999988079071,0.131849646568298,1.39999997615814,4.33045613257299E-12,
42,0.699999988079071,0.135260343551636,1.46000003814697,4.51186917688196E-12,
43,0.699999988079071,0.139215588569641,1.51999998092651,4.74691379953596E-12,
44,0.699999988079071,0.143700957298279,1.58000004291534,4.9582959266159E-12,
45,0.699999988079071,0.148787975311279,1.63999998569489,4.99076864904358E-12,
46,0.699999988079071,0.154435038566589,1.70000004768372,5.29068715920955E-12,
47,0.699999988079071,0.160759329795837,1.75999999046326,5.33740543082195E-12,
48,0.699999988079071,0.167673826217651,1.82000005245209,5.4783582184581E-12,
49,0.699999988079071,0.175258636474609,1.87999999523163,6.1865092042257E-12,
50,0.699999988079071,0.183546900749207,1.94000005722046,1.88677910101243E-11,
51,0.699999988079071,0.192423939704895,2,9.00628616823385E-12,
52,0.699999988079071,0.201444387435913,2.05999994277954,7.88936624362968E-12,
53,0.699999988079071,0.21194314956665,2.11999988555908,9.91663955812738E-12,
54,0.699999988079071,0.22249960899353,2.1800000667572,5.90827473750943E-12,
55,0.699999988079071,0.233647346496582,2.24000000953674,9.73832646466999E-12,
56,0.699999988079071,0.245221018791199,2.29999995231628,9.57511674115619E-12,
57,0.699999988079071,0.257218599319458,2.35999989509583,1.04094987837811E-11,
58,0.699999988079071,0.269749522209167,2.42000007629395,9.12324209234594E-12,
59,0.699999988079071,0.282638192176819,2.48000001907349,8.56430551476883E-12,
60,0.699999988079071,0.296033263206482,2.53999996185303,1.01391794266048E-11,
61,0.699999988079071,0.309758901596069,2.59999990463257,3.5291433404111E-12,
62,0.699999988079071,0.323957562446594,2.66000008583069,1.14085321051283E-11,
63,0.699999988079071,0.33862841129303,2.72000002861023,1.09457252289724E-11,
64,0.699999988079071,0.353707194328308,2.77999997138977,1.04822157898088E-11,
65,0.699999988079071,0.369260430335999,2.83999991416931,9.73277101273817E-12,
66,0.699999988079071,0.385169863700867,2.90000009536743,7.50674002125695E-12,
67,0.699999988079071,0.40158224105835,2.96000003814697,1.17032885119106E-11,
68,0.699999988079071,0.41828978061676,3.01999998092651,1.01624845691428E-11,
69,0.699999988079071,0.43544590473175,3.07999992370605,1.08425855099847E-11,
70,0.699999988079071,0.45300555229187,3.14000010490417,1.1076295262924E-11,
71,0.699999988079071,0.470805048942566,3.20000004768372,9.82680343347697E-12,
72,0.699999988079071,0.489059448242188,3.25999999046326,1.13866928039275E-11,
73,0.699999988079071,0.499926686286926,3.3199999332428,1.1407506883554E-11,
74,0.699999988079071,0.499921441078186,3.38000011444092,1.06606130173548E-11,
75,0.699999988079071,0.499930739402771,3.44000005722046,1.3181209596036E-11,
76,0.699999988079071,0.499921083450317,3.5,9.2029691159401E-12,
77,0.699999988079071,0.499925374984741,3.55999994277954,1.21895315022269E-11,
78,0.699999988079071,0.499923229217529,3.61999988555908,1.15894203955857E-11,
79,0.699999988079071,0.499926567077637,3.6800000667572,1.29491565040163E-11,
80,0.699999988079071,0.499926090240479,3.74000000953674,1.16900681843002E-11,
81,0.699999988079071,0.499922037124634,3.79999995231628,1.23439669943992E-11,
82,0.699999988079071,0.49992048740387,3.85999989509583,1.07634188020733E-11,
83,0.699999988079071,0.499920725822449,3.92000007629395,1.20057462235645E-11,
84,0.699999988079071,0.499919414520264,3.98000001907349,1.22962837828533E-11,
85,0.699999988079071,0.499921202659607,4.03999996185303,1.34578702348787E-11,
86,0.699999988079071,0.499921441078186,4.09999990463257,1.3690543490541E-11,
87,0.699999988079071,0.499924659729004,4.15999984741211,1.37508867140146E-11,
88,0.699999988079071,0.49991500377655,4.21999979019165,1.34933470646859E-11,
89,0.699999988079071,0.499918460845947,4.28000020980835,1.37254600046655E-11,
90,0.699999988079071,0.499913692474365,4.34000015258789,1.39697793263838E-11,
